,time,temperature,density,pressure,absolute_salinity
0,2023-12-15 22:06:31.544000000,10.924268421872657,,1.076991268355697,
1,2023-12-15 22:06:36.816999936,10.923737262657923,,1.0568605904425064,
2,2023-12-15 22:06:42.788999936,10.923013746405209,,1.0266645735727205,
3,2023-12-15 22:06:48.063000064,10.922204792326044,,1.0971219462688875,
4,2023-12-15 22:06:53.361999872,10.922949120934994,,1.1071872852254827,
5,2023-12-15 22:06:58.660000000,10.922602982065014,,1.1273179631386736,
6,2023-12-15 22:07:05.675000064,10.920067391293037,,1.1273179631386736,
7,2023-12-15 22:07:10.999000064,10.922025748268881,,1.248102030617817,
8,2023-12-15 22:07:16.298000128,10.919614846886939,,1.449408809749723,
9,2023-12-15 22:07:21.639000064,10.916419178120352,,1.8419570290569396,
10,2023-12-15 22:07:28.154000128,10.916740828181892,,2.284831943147133,
11,2023-12-15 22:07:33.453999872,10.916123786472209,,2.707576179324135,
12,2023-12-15 22:07:38.778000128,10.914490510192312,,3.1806471102841147,
13,2023-12-15 22:07:48.341000192,10.907206482880163,1023.0392040132663,4.630055920033837,30.31612972404215
14,2023-12-15 22:07:53.963000064,10.89495949528379,1023.0443267707158,5.8479619337818685,30.320022593105907
15,2023-12-15 22:07:59.620000000,10.891733057101753,1023.0450908791147,7.267174726661804,30.32025402701456
16,2023-12-15 22:08:10.163000064,10.889996148153646,1023.0470222946457,9.380895907546819,30.322293412644367
17,2023-12-15 22:08:15.784000000,10.886691561174986,1023.0514676068988,10.196188363031037,30.327284369650833
18,2023-12-15 22:08:20.784000000,10.887503209701903,1023.0514425490022,10.951088784775685,30.327416604639566
19,2023-12-15 22:08:25.782000128,10.88599050464356,1023.054296554359,11.726119884433524,30.33076348041243
20,2023-12-15 22:08:30.200999936,10.885179247778574,1023.0550808810249,12.35017089974243,30.331591774801435
21,2023-12-15 22:08:35.784000000,10.884756026524709,1023.0552205653581,13.205724711053032,30.33166978232432
22,2023-12-15 22:08:40.784000000,10.885757902221856,1023.0549064884991,13.880102421144917,30.331475882906386
23,2023-12-15 22:08:45.783000064,10.883965357964792,1023.057263481208,14.665198859759348,30.334119140692554
24,2023-12-15 22:08:50.200000000,10.881855689129463,1023.0599771814284,15.30938055298145,30.33715563697424
25,2023-12-15 22:08:55.783000064,10.88007246603237,1023.0622949836619,16.114607669509073,30.339750223761527
26,2023-12-15 22:09:00.783000064,10.880540563175114,1023.0625320810569,16.809116057514146,30.34015097042069
27,2023-12-15 22:09:05.782000128,10.880626015997066,1023.062395429789,17.584147157171984,30.339984266641988
28,2023-12-15 22:09:10.923000064,10.8793623414304,1023.0646795155814,18.33904757891663,30.342649719662333
29,2023-12-15 22:09:15.784000000,10.879077431718509,1023.0651598249909,19.003359950051923,30.343200254615805
30,2023-12-15 22:09:20.784000000,10.879099240140135,1023.065252836125,19.768325710753167,30.343316398171908
31,2023-12-15 22:09:25.783000064,10.879106408100442,1023.0647036160544,20.462834098758243,30.342598722872193
